term,total_frequency,document_frequency,df_ratio,is_stopword
the,2236,60,1.0,True
in,932,58,0.9667,True
of,1211,57,0.95,True
and,1067,55,0.9167,True
to,640,53,0.8833,True
is,339,51,0.85,True
by,245,49,0.8167,True
was,402,46,0.7667,True
as,285,45,0.75,True
on,257,45,0.75,True
an,145,44,0.7333,True
at,185,43,0.7167,True
from,236,42,0.7,True
also,110,42,0.7,True
with,219,39,0.65,True
for,275,38,0.6333,True
it,138,36,0.6,True
that,153,30,0.5,True
has,113,30,0.5,True
were,81,30,0.5,True
one,73,30,0.5,True
which,85,29,0.4833,True
this,97,27,0.45,True
had,75,26,0.4333,True
have,56,25,0.4167,True
be,100,24,0.4,True
other,68,24,0.4,True
first,63,24,0.4,True
who,43,24,0.4,True
history,52,23,0.3833,True
new,80,22,0.3667,True
their,53,22,0.3667,True
been,52,22,0.3667,True
between,45,22,0.3667,True
after,38,22,0.3667,True
during,31,22,0.3667,True
see,27,22,0.3667,True
his,144,21,0.35,True
university,72,21,0.35,True
its,59,21,0.35,True
they,54,21,0.35,True
years,45,21,0.35,True
he,181,20,0.3333,True
are,95,20,0.3333,True
or,76,20,0.3333,True
into,62,20,0.3333,True
national,39,20,0.3333,True
including,29,20,0.3333,True
but,58,19,0.3167,True
not,43,19,0.3167,True
under,33,19,0.3167,True
later,29,19,0.3167,True
two,56,18,0.3,True
where,38,18,0.3,True
time,29,18,0.3,True
there,37,17,0.2833,True
year,35,17,0.2833,True
these,30,17,0.2833,True
area,28,17,0.2833,True
known,25,17,0.2833,True
well,24,17,0.2833,True
may,39,16,0.2667,True
only,39,16,0.2667,True
early,28,16,0.2667,True
most,24,16,0.2667,True
three,34,15,0.25,True
used,33,15,0.25,True
some,30,15,0.25,True
when,30,15,0.25,True
about,24,15,0.25,True
part,20,15,0.25,True
american,38,14,0.2333,False
over,36,14,0.2333,False
city,35,14,0.2333,False
no,31,14,0.2333,False
more,30,14,0.2333,False
born,23,14,0.2333,False
family,22,14,0.2333,False
up,20,14,0.2333,False
through,19,14,0.2333,False
south,62,13,0.2167,False
both,31,13,0.2167,False
than,31,13,0.2167,False
such,26,13,0.2167,False
world,26,13,0.2167,False
found,25,13,0.2167,False
high,24,13,0.2167,False
several,22,13,0.2167,False
then,22,13,0.2167,False
since,21,13,0.2167,False
life,20,13,0.2167,False
people,19,13,0.2167,False
include,18,13,0.2167,False
received,18,13,0.2167,False
until,18,13,0.2167,False
became,15,13,0.2167,False
work,39,12,0.2,False
same,33,12,0.2,False
all,26,12,0.2,False
many,25,12,0.2,False
following,24,12,0.2,False
four,23,12,0.2,False
number,20,12,0.2,False
end,19,12,0.2,False
named,19,12,0.2,False
included,13,12,0.2,False
state,39,11,0.1833,False
local,32,11,0.1833,False
second,26,11,0.1833,False
can,25,11,0.1833,False
head,25,11,0.1833,False
th,22,11,0.1833,False
out,19,11,0.1833,False
because,16,11,0.1833,False
member,15,11,0.1833,False
within,15,11,0.1833,False
population,31,10,0.1667,False
would,29,10,0.1667,False
region,28,10,0.1667,False
name,22,10,0.1667,False
school,22,10,0.1667,False
small,22,10,0.1667,False
works,20,10,0.1667,False
published,17,10,0.1667,False
made,16,10,0.1667,False
present,16,10,0.1667,False
center,14,10,0.1667,False
list,14,10,0.1667,False
official,14,10,0.1667,False
united,14,10,0.1667,False
non,13,10,0.1667,False
while,13,10,0.1667,False
appeared,12,10,0.1667,False
along,11,10,0.1667,False
however,11,10,0.1667,False
various,11,10,0.1667,False
like,10,10,0.1667,False
de,41,9,0.15,False
town,36,9,0.15,False
series,23,9,0.15,False
each,22,9,0.15,False
among,20,9,0.15,False
century,19,9,0.15,False
line,19,9,0.15,False
system,19,9,0.15,False
career,18,9,0.15,False
group,17,9,0.15,False
general,16,9,0.15,False
single,16,9,0.15,False
due,15,9,0.15,False
july,15,9,0.15,False
war,15,9,0.15,False
award,13,9,0.15,False
called,13,9,0.15,False
international,13,9,0.15,False
states,13,9,0.15,False
them,13,9,0.15,False
east,12,9,0.15,False
served,12,9,0.15,False
co,11,9,0.15,False
total,11,9,0.15,False
full,10,9,0.15,False
now,10,9,0.15,False
her,41,8,0.1333,False
research,39,8,0.1333,False
team,22,8,0.1333,False
version,21,8,0.1333,False
age,20,8,0.1333,False
against,19,8,0.1333,False
english,19,8,0.1333,False
society,19,8,0.1333,False
held,18,8,0.1333,False
la,18,8,0.1333,False
played,17,8,0.1333,False
late,16,8,0.1333,False
development,15,8,0.1333,False
form,15,8,0.1333,False
began,14,8,0.1333,False
near,14,8,0.1333,False
lost,13,8,0.1333,False
being,12,8,0.1333,False
children,12,8,0.1333,False
located,12,8,0.1333,False
related,12,8,0.1333,False
off,11,8,0.1333,False
original,11,8,0.1333,False
august,10,8,0.1333,False
continued,10,8,0.1333,False
current,10,8,0.1333,False
day,10,8,0.1333,False
lived,10,8,0.1333,False
notable,10,8,0.1333,False
together,10,8,0.1333,False
another,9,8,0.1333,False
built,9,8,0.1333,False
died,9,8,0.1333,False
education,9,8,0.1333,False
failed,9,8,0.1333,False
few,9,8,0.1333,False
five,9,8,0.1333,False
although,8,8,0.1333,False
different,8,8,0.1333,False
february,8,8,0.1333,False
great,8,8,0.1333,False
married,8,8,0.1333,False
she,78,7,0.1167,False
support,45,7,0.1167,False
program,42,7,0.1167,False
football,30,7,0.1167,False
county,26,7,0.1167,False
book,24,7,0.1167,False
studies,24,7,0.1167,False
field,22,7,0.1167,False
island,22,7,0.1167,False
journal,21,7,0.1167,False
side,20,7,0.1167,False
will,20,7,0.1167,False
college,18,7,0.1167,False
website,16,7,0.1167,False
available,14,7,0.1167,False
before,14,7,0.1167,False
what,14,7,0.1167,False
areas,13,7,0.1167,False
back,13,7,0.1167,False
north,13,7,0.1167,False
started,13,7,0.1167,False
across,12,7,0.1167,False
large,12,7,0.1167,False
so,12,7,0.1167,False
according,11,7,0.1167,False
ancient,11,7,0.1167,False
created,11,7,0.1167,False
every,11,7,0.1167,False
features,11,7,0.1167,False
him,11,7,0.1167,False
those,11,7,0.1167,False
white,11,7,0.1167,False
any,10,7,0.1167,False
described,10,7,0.1167,False
evidence,10,7,0.1167,False
major,10,7,0.1167,False
november,10,7,0.1167,False
selected,10,7,0.1167,False
son,10,7,0.1167,False
working,10,7,0.1167,False
around,9,7,0.1167,False
death,9,7,0.1167,False
main,9,7,0.1167,False
much,9,7,0.1167,False
previously,9,7,0.1167,False
publications,9,7,0.1167,False
similar,9,7,0.1167,False
throughout,9,7,0.1167,False
worked,9,7,0.1167,False
active,8,7,0.1167,False
biography,8,7,0.1167,False
further,8,7,0.1167,False
includes,8,7,0.1167,False
james,8,7,0.1167,False
land,8,7,0.1167,False
stage,8,7,0.1167,False
april,7,7,0.1167,False
central,7,7,0.1167,False
home,7,7,0.1167,False
least,7,7,0.1167,False
old,7,7,0.1167,False
others,7,7,0.1167,False
six,7,7,0.1167,False
village,34,6,0.1,False
division,24,6,0.1,False
provides,22,6,0.1,False
art,21,6,0.1,False
do,20,6,0.1,False
record,20,6,0.1,False
census,19,6,0.1,False
season,19,6,0.1,False
set,17,6,0.1,False
developed,16,6,0.1,False
community,15,6,0.1,False
events,15,6,0.1,False
long,15,6,0.1,False
based,14,6,0.1,False
former,14,6,0.1,False
information,14,6,0.1,False
italian,14,6,0.1,False
west,14,6,0.1,False
david,13,6,0.1,False
house,13,6,0.1,False
square,13,6,0.1,False
valley,13,6,0.1,False
important,12,6,0.1,False
led,12,6,0.1,False
multiple,12,6,0.1,False
director,11,6,0.1,False
german,11,6,0.1,False
live,11,6,0.1,False
own,11,6,0.1,False
professor,11,6,0.1,False
teams,11,6,0.1,False
addition,10,6,0.1,False
america,10,6,0.1,False
completed,10,6,0.1,False
forms,10,6,0.1,False
king,10,6,0.1,False
president,10,6,0.1,False
water,10,6,0.1,False
added,9,6,0.1,False
always,9,6,0.1,False
annual,9,6,0.1,False
even,9,6,0.1,False
french,9,6,0.1,False
how,9,6,0.1,False
ii,9,6,0.1,False
london,9,6,0.1,False
natural,9,6,0.1,False
proposed,9,6,0.1,False
public,9,6,0.1,False
records,9,6,0.1,False
residents,9,6,0.1,False
returned,9,6,0.1,False
studied,9,6,0.1,False
top,9,6,0.1,False
written,9,6,0.1,False
announced,8,6,0.1,False
considered,8,6,0.1,False
cultural,8,6,0.1,False
currently,8,6,0.1,False
degree,8,6,0.1,False
england,8,6,0.1,False
example,8,6,0.1,False
joined,8,6,0.1,False
june,8,6,0.1,False
limited,8,6,0.1,False
low,8,6,0.1,False
often,8,6,0.1,False
private,8,6,0.1,False
uses,8,6,0.1,False
below,7,6,0.1,False
critical,7,6,0.1,False
green,7,6,0.1,False
highly,7,6,0.1,False
less,7,6,0.1,False
place,7,6,0.1,False
post,7,6,0.1,False
star,7,6,0.1,False
third,7,6,0.1,False
took,7,6,0.1,False
us,7,6,0.1,False
william,7,6,0.1,False
associated,6,6,0.1,False
brothers,6,6,0.1,False
established,6,6,0.1,False
involved,6,6,0.1,False
issues,6,6,0.1,False
leading,6,6,0.1,False
middle,6,6,0.1,False
parents,6,6,0.1,False
game,58,5,0.0833,False
species,34,5,0.0833,False
york,25,5,0.0833,False
church,19,5,0.0833,False
film,17,5,0.0833,False
kingdom,17,5,0.0833,False
won,17,5,0.0833,False
km,16,5,0.0833,False
spanish,16,5,0.0833,False
station,16,5,0.0833,False
supported,15,5,0.0833,False
championship,14,5,0.0833,False
length,14,5,0.0833,False
programs,14,5,0.0833,False
running,14,5,0.0833,False
design,13,5,0.0833,False
living,13,5,0.0833,False
march,13,5,0.0833,False
black,12,5,0.0833,False
body,12,5,0.0833,False
books,12,5,0.0833,False
complex,12,5,0.0833,False
european,12,5,0.0833,False
process,12,5,0.0833,False
arts,11,5,0.0833,False
distribution,11,5,0.0833,False
miles,11,5,0.0833,False
players,11,5,0.0833,False
title,11,5,0.0833,False
above,10,5,0.0833,False
modern,10,5,0.0833,False
updated,10,5,0.0833,False
went,10,5,0.0833,False
district,9,5,0.0833,False
event,9,5,0.0833,False
just,9,5,0.0833,False
lack,9,5,0.0833,False
model,9,5,0.0833,False
museum,9,5,0.0833,False
numerous,9,5,0.0833,False
river,9,5,0.0833,False
best,8,5,0.0833,False
british,8,5,0.0833,False
either,8,5,0.0833,False
father,8,5,0.0833,False
gold,8,5,0.0833,False
months,8,5,0.0833,False
taught,8,5,0.0833,False
wrote,8,5,0.0833,False
beginning,7,5,0.0833,False
brought,7,5,0.0833,False
eastern,7,5,0.0833,False
level,7,5,0.0833,False
making,7,5,0.0833,False
originally,7,5,0.0833,False
places,7,5,0.0833,False
study,7,5,0.0833,False
technical,7,5,0.0833,False
ad,6,5,0.0833,False
awards,6,5,0.0833,False
brown,6,5,0.0833,False
company,6,5,0.0833,False
defined,6,5,0.0833,False
description,6,5,0.0833,False
europe,6,5,0.0833,False
final,6,5,0.0833,False
founded,6,5,0.0833,False
having,6,5,0.0833,False
influenced,6,5,0.0833,False
john,6,5,0.0833,False
largest,6,5,0.0833,False
library,6,5,0.0833,False
little,6,5,0.0833,False
moved,6,5,0.0833,False
movement,6,5,0.0833,False
our,6,5,0.0833,False
position,6,5,0.0833,False
prominent,6,5,0.0833,False
uk,6,5,0.0833,False
versions,6,5,0.0833,False
alone,5,5,0.0833,False
article,5,5,0.0833,False
business,5,5,0.0833,False
change,5,5,0.0833,False
complete,5,5,0.0833,False
composed,5,5,0.0833,False
course,5,5,0.0833,False
culture,5,5,0.0833,False
daughter,5,5,0.0833,False
demographics,5,5,0.0833,False
editor,5,5,0.0833,False
et,5,5,0.0833,False
followed,5,5,0.0833,False
geography,5,5,0.0833,False
government,5,5,0.0833,False
journals,5,5,0.0833,False
language,5,5,0.0833,False
last,5,5,0.0833,False
le,5,5,0.0833,False
left,5,5,0.0833,False
location,5,5,0.0833,False
make,5,5,0.0833,False
media,5,5,0.0833,False
paul,5,5,0.0833,False
personal,5,5,0.0833,False
providing,5,5,0.0833,False
put,5,5,0.0833,False
seven,5,5,0.0833,False
still,5,5,0.0833,False
address,26,4,0.0667,False
call,24,4,0.0667,False
coach,23,4,0.0667,False
health,21,4,0.0667,False
service,19,4,0.0667,False
ncaa,18,4,0.0667,False
track,18,4,0.0667,False
use,18,4,0.0667,False
translation,17,4,0.0667,False
cross,15,4,0.0667,False
must,14,4,0.0667,False
medicine,13,4,0.0667,False
republic,13,4,0.0667,False
behavioral,12,4,0.0667,False
science,12,4,0.0667,False
section,12,4,0.0667,False
articles,11,4,0.0667,False
bill,11,4,0.0667,False
india,11,4,0.0667,False
men,11,4,0.0667,False
park,11,4,0.0667,False
appointed,10,4,0.0667,False
class,10,4,0.0667,False
club,10,4,0.0667,False
isbn,10,4,0.0667,False
native,10,4,0.0667,False
red,10,4,0.0667,False
scientific,10,4,0.0667,False
act,9,4,0.0667,False
awarded,9,4,0.0667,False
conference,9,4,0.0667,False
games,9,4,0.0667,False
god,9,4,0.0667,False
individual,9,4,0.0667,False
literature,9,4,0.0667,False
material,9,4,0.0667,False
music,9,4,0.0667,False
properties,9,4,0.0667,False
required,9,4,0.0667,False
size,9,4,0.0667,False
women,9,4,0.0667,False
average,8,4,0.0667,False
collection,8,4,0.0667,False
edition,8,4,0.0667,False
families,8,4,0.0667,False
france,8,4,0.0667,False
higher,8,4,0.0667,False
loss,8,4,0.0667,False
paper,8,4,0.0667,False
per,8,4,0.0667,False
released,8,4,0.0667,False
remains,8,4,0.0667,False
reviews,8,4,0.0667,False
senior,8,4,0.0667,False
separate,8,4,0.0667,False
september,8,4,0.0667,False
short,8,4,0.0667,False
southern,8,4,0.0667,False
television,8,4,0.0667,False
times,8,4,0.0667,False
western,8,4,0.0667,False
winning,8,4,0.0667,False
again,7,4,0.0667,False
almost,7,4,0.0667,False
architect,7,4,0.0667,False
columbia,7,4,0.0667,False
commercial,7,4,0.0667,False
common,7,4,0.0667,False
down,7,4,0.0667,False
historic,7,4,0.0667,False
human,7,4,0.0667,False
law,7,4,0.0667,False
method,7,4,0.0667,False
mile,7,4,0.0667,False
nature,7,4,0.0667,False
notes,7,4,0.0667,False
play,7,4,0.0667,False
plus,7,4,0.0667,False
press,7,4,0.0667,False
prison,7,4,0.0667,False
processes,7,4,0.0667,False
recorded,7,4,0.0667,False
return,7,4,0.0667,False
san,7,4,0.0667,False
sources,7,4,0.0667,False
tail,7,4,0.0667,False
ten,7,4,0.0667,False
turned,7,4,0.0667,False
album,6,4,0.0667,False
basic,6,4,0.0667,False
basis,6,4,0.0667,False
boston,6,4,0.0667,False
brother,6,4,0.0667,False
contains,6,4,0.0667,False
council,6,4,0.0667,False
crown,6,4,0.0667,False
density,6,4,0.0667,False
el,6,4,0.0667,False
empire,6,4,0.0667,False
ended,6,4,0.0667,False
estimated,6,4,0.0667,False
george,6,4,0.0667,False
graduate,6,4,0.0667,False
historical,6,4,0.0667,False
identified,6,4,0.0667,False
itself,6,4,0.0667,False
latin,6,4,0.0667,False
likely,6,4,0.0667,False
members,6,4,0.0667,False
mr,6,4,0.0667,False
note,6,4,0.0667,False
peter,6,4,0.0667,False
player,6,4,0.0667,False
smaller,6,4,0.0667,False
story,6,4,0.0667,False
video,6,4,0.0667,False
writer,6,4,0.0667,False
activity,5,4,0.0667,False
additional,5,4,0.0667,False
archived,5,4,0.0667,False
better,5,4,0.0667,False
case,5,4,0.0667,False
combined,5,4,0.0667,False
days,5,4,0.0667,False
desert,5,4,0.0667,False
documented,5,4,0.0667,False
does,5,4,0.0667,False
elected,5,4,0.0667,False
fellow,5,4,0.0667,False
foundation,5,4,0.0667,False
fourth,5,4,0.0667,False
global,5,4,0.0667,False
harvard,5,4,0.0667,False
index,5,4,0.0667,False
military,5,4,0.0667,False
mother,5,4,0.0667,False
next,5,4,0.0667,False
october,5,4,0.0667,False
order,5,4,0.0667,False
period,5,4,0.0667,False
playing,5,4,0.0667,False
project,5,4,0.0667,False
results,5,4,0.0667,False
scholar,5,4,0.0667,False
shows,5,4,0.0667,False
sister,5,4,0.0667,False
structure,5,4,0.0667,False
systems,5,4,0.0667,False
thanks,5,4,0.0667,False
treatment,5,4,0.0667,False
usa,5,4,0.0667,False
way,5,4,0.0667,False
web,5,4,0.0667,False
whom,5,4,0.0667,False
without,5,4,0.0667,False
academic,4,4,0.0667,False
authority,4,4,0.0667,False
behind,4,4,0.0667,False
bibliography,4,4,0.0667,False
captured,4,4,0.0667,False
child,4,4,0.0667,False
chinese,4,4,0.0667,False
comes,4,4,0.0667,False
commons,4,4,0.0667,False
component,4,4,0.0667,False
details,4,4,0.0667,False
edge,4,4,0.0667,False
entered,4,4,0.0667,False
executive,4,4,0.0667,False
extended,4,4,0.0667,False
far,4,4,0.0667,False
food,4,4,0.0667,False
honours,4,4,0.0667,False
husband,4,4,0.0667,False
killed,4,4,0.0667,False
larger,4,4,0.0667,False
light,4,4,0.0667,False
modified,4,4,0.0667,False
mostly,4,4,0.0667,False
nearly,4,4,0.0667,False
never,4,4,0.0667,False
particularly,4,4,0.0667,False
parts,4,4,0.0667,False
performance,4,4,0.0667,False
pre,4,4,0.0667,False
probably,4,4,0.0667,False
publication,4,4,0.0667,False
rather,4,4,0.0667,False
reading,4,4,0.0667,False
real,4,4,0.0667,False
represented,4,4,0.0667,False
result,4,4,0.0667,False
scale,4,4,0.0667,False
seen,4,4,0.0667,False
semi,4,4,0.0667,False
should,4,4,0.0667,False
significant,4,4,0.0667,False
social,4,4,0.0667,False
sports,4,4,0.0667,False
st,4,4,0.0667,False
taken,4,4,0.0667,False
taking,4,4,0.0667,False
thesis,4,4,0.0667,False
traditional,4,4,0.0667,False
travel,4,4,0.0667,False
very,4,4,0.0667,False
viewed,4,4,0.0667,False
